Timestamp,"Ithaca, NY, United States Daytime","Ithaca, NY, United States Humidity","Ithaca, NY, United States Condition","Ithaca, NY, United States Temp"
2024-06-27T22:00:00-04:00 New_York,,85,clear,52
2024-06-27T23:00:00-04:00 New_York,,86,clear,50
2024-06-28T00:00:00-04:00 New_York,,89,clear,47
2024-06-28T01:00:00-04:00 New_York,,89,clear,46
2024-06-28T02:00:00-04:00 New_York,,89,clear,45
2024-06-28T03:00:00-04:00 New_York,,90,clear,44
2024-06-28T04:00:00-04:00 New_York,,89,clear,43
2024-06-28T05:00:00-04:00 New_York,,89,clear,45
2024-06-28T05:32:00-04:00 New_York,TRUE,,,
2024-06-28T06:00:00-04:00 New_York,,87,partlyCloudy,49
2024-06-28T07:00:00-04:00 New_York,,81,partlyCloudy,53
2024-06-28T08:00:00-04:00 New_York,,73,partlyCloudy,57
2024-06-28T09:00:00-04:00 New_York,,65,partlyCloudy,61
2024-06-28T10:00:00-04:00 New_York,,59,clear,64
2024-06-28T11:00:00-04:00 New_York,,52,clear,67
2024-06-28T12:00:00-04:00 New_York,,47,clear,70
2024-06-28T13:00:00-04:00 New_York,,42,clear,72
2024-06-28T14:00:00-04:00 New_York,,39,clear,74
2024-06-28T15:00:00-04:00 New_York,,38,clear,75
2024-06-28T16:00:00-04:00 New_York,,39,clear,76
2024-06-28T17:00:00-04:00 New_York,,43,clear,75
2024-06-28T18:00:00-04:00 New_York,,49,clear,72
2024-06-28T19:00:00-04:00 New_York,,60,clear,67
2024-06-28T20:00:00-04:00 New_York,,69,clear,64
2024-06-28T20:47:00-04:00 New_York,FALSE,,,
2024-06-28T21:00:00-04:00 New_York,,71,clear,63
2024-06-28T22:00:00-04:00 New_York,,71,clear,62
2024-06-28T23:00:00-04:00 New_York,,72,clear,62
2024-06-29T00:00:00-04:00 New_York,,62,partlyCloudy,64
2024-06-29T01:00:00-04:00 New_York,,72,showers,64
2024-06-29T02:00:00-04:00 New_York,,79,cloudy,63
2024-06-29T03:00:00-04:00 New_York,,90,showers,63
2024-06-29T04:00:00-04:00 New_York,,97,showers,63
2024-06-29T05:00:00-04:00 New_York,,98,showers,63
2024-06-29T05:32:00-04:00 New_York,TRUE,,,
2024-06-29T06:00:00-04:00 New_York,,98,showers,63
2024-06-29T07:00:00-04:00 New_York,,98,showers,64
2024-06-29T08:00:00-04:00 New_York,,98,showers,64
2024-06-29T09:00:00-04:00 New_York,,98,showers,64
2024-06-29T10:00:00-04:00 New_York,,98,showers,65
2024-06-29T11:00:00-04:00 New_York,,98,showers,66
2024-06-29T12:00:00-04:00 New_York,,98,showers,66
2024-06-29T13:00:00-04:00 New_York,,98,showers,67
2024-06-29T14:00:00-04:00 New_York,,98,showers,68
2024-06-29T15:00:00-04:00 New_York,,97,showers,69
2024-06-29T16:00:00-04:00 New_York,,96,showers,70
2024-06-29T17:00:00-04:00 New_York,,97,rain,70
2024-06-29T18:00:00-04:00 New_York,,97,showers,70
2024-06-29T19:00:00-04:00 New_York,,98,showers,70
2024-06-29T20:00:00-04:00 New_York,,97,rain,69
2024-06-29T20:47:00-04:00 New_York,FALSE,,,
2024-06-29T21:00:00-04:00 New_York,,97,showers,68
2024-06-29T22:00:00-04:00 New_York,,96,showers,68
2024-06-29T23:00:00-04:00 New_York,,96,showers,66
2024-06-30T00:00:00-04:00 New_York,,98,cloudy,65
2024-06-30T01:00:00-04:00 New_York,,97,showers,65
2024-06-30T02:00:00-04:00 New_York,,97,cloudy,66
2024-06-30T03:00:00-04:00 New_York,,97,cloudy,66
2024-06-30T04:00:00-04:00 New_York,,97,cloudy,67
2024-06-30T05:00:00-04:00 New_York,,97,showers,67
2024-06-30T05:33:00-04:00 New_York,TRUE,,,
2024-06-30T06:00:00-04:00 New_York,,96,showers,68
2024-06-30T07:00:00-04:00 New_York,,96,showers,70
2024-06-30T08:00:00-04:00 New_York,,94,showers,71
2024-06-30T09:00:00-04:00 New_York,,88,showers,72
2024-06-30T10:00:00-04:00 New_York,,77,showers,73
2024-06-30T11:00:00-04:00 New_York,,75,showers,73
2024-06-30T12:00:00-04:00 New_York,,67,showers,73
2024-06-30T13:00:00-04:00 New_York,,65,showers,73
2024-06-30T14:00:00-04:00 New_York,,66,showers,72
2024-06-30T15:00:00-04:00 New_York,,64,showers,70
2024-06-30T16:00:00-04:00 New_York,,66,showers,68
2024-06-30T17:00:00-04:00 New_York,,73,showers,66
2024-06-30T18:00:00-04:00 New_York,,77,showers,64
2024-06-30T19:00:00-04:00 New_York,,80,showers,62
2024-06-30T20:00:00-04:00 New_York,,80,cloudy,60
2024-06-30T20:47:00-04:00 New_York,FALSE,,,
2024-06-30T21:00:00-04:00 New_York,,76,showers,58
2024-06-30T22:00:00-04:00 New_York,,78,showers,56
2024-06-30T23:00:00-04:00 New_York,,75,showers,55
2024-07-01T00:00:00-04:00 New_York,,83,showers,58
2024-07-01T01:00:00-04:00 New_York,,85,showers,56
2024-07-01T02:00:00-04:00 New_York,,89,showers,53
2024-07-01T03:00:00-04:00 New_York,,92,cloudy,51
2024-07-01T04:00:00-04:00 New_York,,91,partlyCloudy,50
2024-07-01T05:00:00-04:00 New_York,,92,partlyCloudy,50
2024-07-01T05:33:00-04:00 New_York,TRUE,,,
2024-07-01T06:00:00-04:00 New_York,,91,partlyCloudy,52
2024-07-01T07:00:00-04:00 New_York,,86,partlyCloudy,54
2024-07-01T08:00:00-04:00 New_York,,79,partlyCloudy,57
2024-07-01T09:00:00-04:00 New_York,,72,cloudy,60
2024-07-01T10:00:00-04:00 New_York,,67,partlyCloudy,62
2024-07-01T11:00:00-04:00 New_York,,61,clear,64
2024-07-01T12:00:00-04:00 New_York,,57,clear,66
2024-07-01T13:00:00-04:00 New_York,,52,clear,67
2024-07-01T14:00:00-04:00 New_York,,50,clear,68
2024-07-01T15:00:00-04:00 New_York,,49,clear,68
2024-07-01T16:00:00-04:00 New_York,,51,clear,68
2024-07-01T17:00:00-04:00 New_York,,53,clear,67
2024-07-01T18:00:00-04:00 New_York,,57,clear,64
2024-07-01T19:00:00-04:00 New_York,,65,clear,59
2024-07-01T20:00:00-04:00 New_York,,77,clear,55
2024-07-01T20:47:00-04:00 New_York,FALSE,,,
2024-07-01T21:00:00-04:00 New_York,,82,clear,52
2024-07-01T22:00:00-04:00 New_York,,83,clear,50
2024-07-01T23:00:00-04:00 New_York,,82,clear,48
2024-07-02T00:00:00-04:00 New_York,,82,clear,47
2024-07-02T01:00:00-04:00 New_York,,82,clear,46
2024-07-02T02:00:00-04:00 New_York,,83,clear,45
2024-07-02T03:00:00-04:00 New_York,,82,clear,45
2024-07-02T04:00:00-04:00 New_York,,82,clear,45
2024-07-02T05:00:00-04:00 New_York,,82,clear,46
2024-07-02T05:34:00-04:00 New_York,TRUE,,,
2024-07-02T06:00:00-04:00 New_York,,82,clear,49
2024-07-02T07:00:00-04:00 New_York,,78,clear,54
2024-07-02T08:00:00-04:00 New_York,,69,clear,59
2024-07-02T09:00:00-04:00 New_York,,63,clear,64
2024-07-02T10:00:00-04:00 New_York,,58,clear,67
2024-07-02T11:00:00-04:00 New_York,,52,clear,71
2024-07-02T12:00:00-04:00 New_York,,47,clear,73
2024-07-02T13:00:00-04:00 New_York,,43,clear,75
2024-07-02T14:00:00-04:00 New_York,,41,clear,76
2024-07-02T15:00:00-04:00 New_York,,42,clear,77
2024-07-02T16:00:00-04:00 New_York,,45,clear,77
2024-07-02T17:00:00-04:00 New_York,,48,clear,75
2024-07-02T18:00:00-04:00 New_York,,61,clear,72
2024-07-02T19:00:00-04:00 New_York,,68,clear,67
2024-07-02T20:00:00-04:00 New_York,,75,clear,64
2024-07-02T20:47:00-04:00 New_York,FALSE,,,
2024-07-02T21:00:00-04:00 New_York,,76,clear,61
2024-07-02T22:00:00-04:00 New_York,,76,clear,58
2024-07-02T23:00:00-04:00 New_York,,78,clear,56
2024-07-03T00:00:00-04:00 New_York,,80,clear,55
2024-07-03T01:00:00-04:00 New_York,,83,clear,55
2024-07-03T02:00:00-04:00 New_York,,83,clear,56
2024-07-03T03:00:00-04:00 New_York,,79,partlyCloudy,58
2024-07-03T04:00:00-04:00 New_York,,75,partlyCloudy,59
2024-07-03T05:00:00-04:00 New_York,,73,partlyCloudy,60
2024-07-03T05:34:00-04:00 New_York,TRUE,,,
2024-07-03T06:00:00-04:00 New_York,,74,clear,62
2024-07-03T07:00:00-04:00 New_York,,75,clear,65
2024-07-03T08:00:00-04:00 New_York,,72,clear,68
2024-07-03T09:00:00-04:00 New_York,,66,clear,71
2024-07-03T10:00:00-04:00 New_York,,60,clear,74
2024-07-03T11:00:00-04:00 New_York,,56,clear,76
2024-07-03T12:00:00-04:00 New_York,,54,clear,79
2024-07-03T13:00:00-04:00 New_York,,53,clear,80
2024-07-03T14:00:00-04:00 New_York,,52,clear,81
2024-07-03T15:00:00-04:00 New_York,,51,clear,81
2024-07-03T16:00:00-04:00 New_York,,52,partlyCloudy,80
2024-07-03T17:00:00-04:00 New_York,,55,partlyCloudy,78
2024-07-03T18:00:00-04:00 New_York,,59,partlyCloudy,76
2024-07-03T19:00:00-04:00 New_York,,62,showers,73
2024-07-03T20:00:00-04:00 New_York,,66,showers,71
2024-07-03T20:46:00-04:00 New_York,FALSE,,,
2024-07-03T21:00:00-04:00 New_York,,70,showers,70
2024-07-03T22:00:00-04:00 New_York,,74,showers,68
2024-07-03T23:00:00-04:00 New_York,,77,showers,66
2024-07-04T00:00:00-04:00 New_York,,83,showers,64
2024-07-04T01:00:00-04:00 New_York,,93,showers,63
2024-07-04T02:00:00-04:00 New_York,,95,showers,62
2024-07-04T03:00:00-04:00 New_York,,96,showers,61
2024-07-04T04:00:00-04:00 New_York,,98,showers,61
2024-07-04T05:00:00-04:00 New_York,,98,cloudy,62
2024-07-04T05:35:00-04:00 New_York,TRUE,,,
2024-07-04T06:00:00-04:00 New_York,,98,cloudy,65
2024-07-04T07:00:00-04:00 New_York,,98,cloudy,68
2024-07-04T08:00:00-04:00 New_York,,95,showers,71
2024-07-04T09:00:00-04:00 New_York,,91,showers,74
2024-07-04T10:00:00-04:00 New_York,,81,showers,76
2024-07-04T11:00:00-04:00 New_York,,74,showers,77
2024-07-04T12:00:00-04:00 New_York,,81,showers,79
2024-07-04T13:00:00-04:00 New_York,,77,showers,80
2024-07-04T14:00:00-04:00 New_York,,59,showers,82
2024-07-04T15:00:00-04:00 New_York,,56,partlyCloudy,83
2024-07-04T16:00:00-04:00 New_York,,54,partlyCloudy,83
2024-07-04T17:00:00-04:00 New_York,,55,clear,82
2024-07-04T18:00:00-04:00 New_York,,60,partlyCloudy,78
2024-07-04T19:00:00-04:00 New_York,,71,partlyCloudy,74
2024-07-04T20:00:00-04:00 New_York,,81,partlyCloudy,71
2024-07-04T20:46:00-04:00 New_York,FALSE,,,
2024-07-04T21:00:00-04:00 New_York,,81,partlyCloudy,69
2024-07-04T22:00:00-04:00 New_York,,80,partlyCloudy,68
2024-07-04T23:00:00-04:00 New_York,,78,partlyCloudy,65
2024-07-05T00:00:00-04:00 New_York,,92,clear,63
2024-07-05T01:00:00-04:00 New_York,,93,clear,61
2024-07-05T02:00:00-04:00 New_York,,93,clear,60
2024-07-05T03:00:00-04:00 New_York,,94,clear,59
2024-07-05T04:00:00-04:00 New_York,,94,clear,59
2024-07-05T05:00:00-04:00 New_York,,94,showers,60
2024-07-05T05:36:00-04:00 New_York,TRUE,,,
2024-07-05T06:00:00-04:00 New_York,,94,showers,63
2024-07-05T07:00:00-04:00 New_York,,92,clear,67
2024-07-05T08:00:00-04:00 New_York,,84,clear,71
2024-07-05T09:00:00-04:00 New_York,,75,clear,74
2024-07-05T10:00:00-04:00 New_York,,67,clear,78
2024-07-05T11:00:00-04:00 New_York,,59,clear,80
2024-07-05T12:00:00-04:00 New_York,,55,clear,82
2024-07-05T13:00:00-04:00 New_York,,52,partlyCloudy,84
2024-07-05T14:00:00-04:00 New_York,,49,partlyCloudy,85
2024-07-05T15:00:00-04:00 New_York,,48,partlyCloudy,86
2024-07-05T16:00:00-04:00 New_York,,49,partlyCloudy,85
2024-07-05T17:00:00-04:00 New_York,,57,partlyCloudy,82
2024-07-05T18:00:00-04:00 New_York,,70,showers,79
2024-07-05T19:00:00-04:00 New_York,,75,cloudy,75
2024-07-05T20:00:00-04:00 New_York,,75,partlyCloudy,72
2024-07-05T20:46:00-04:00 New_York,FALSE,,,
2024-07-05T21:00:00-04:00 New_York,,79,showers,69
2024-07-05T22:00:00-04:00 New_York,,92,showers,67
2024-07-05T23:00:00-04:00 New_York,,94,showers,66
2024-07-06T00:00:00-04:00 New_York,,96,showers,65
2024-07-06T01:00:00-04:00 New_York,,95,showers,65
2024-07-06T02:00:00-04:00 New_York,,95,showers,64
2024-07-06T03:00:00-04:00 New_York,,95,showers,64
2024-07-06T04:00:00-04:00 New_York,,96,showers,64
2024-07-06T05:00:00-04:00 New_York,,96,showers,64
2024-07-06T05:36:00-04:00 New_York,TRUE,,,
2024-07-06T06:00:00-04:00 New_York,,96,showers,66
2024-07-06T07:00:00-04:00 New_York,,96,showers,69
2024-07-06T08:00:00-04:00 New_York,,95,showers,72
2024-07-06T09:00:00-04:00 New_York,,89,showers,74
2024-07-06T10:00:00-04:00 New_York,,78,partlyCloudy,77
2024-07-06T11:00:00-04:00 New_York,,74,showers,79
2024-07-06T12:00:00-04:00 New_York,,65,showers,81
2024-07-06T13:00:00-04:00 New_York,,66,showers,82
2024-07-06T14:00:00-04:00 New_York,,62,showers,82
2024-07-06T15:00:00-04:00 New_York,,63,showers,83
2024-07-06T16:00:00-04:00 New_York,,59,showers,82
2024-07-06T17:00:00-04:00 New_York,,55,showers,80
2024-07-06T18:00:00-04:00 New_York,,61,showers,76
2024-07-06T19:00:00-04:00 New_York,,79,showers,72
2024-07-06T20:00:00-04:00 New_York,,87,showers,68
2024-07-06T20:45:00-04:00 New_York,FALSE,,,
2024-07-06T21:00:00-04:00 New_York,,92,showers,65
2024-07-06T22:00:00-04:00 New_York,,94,clear,62
2024-07-06T23:00:00-04:00 New_York,,95,showers,60
2024-07-07T00:00:00-04:00 New_York,,96,showers,59
2024-07-07T01:00:00-04:00 New_York,,96,showers,58
2024-07-07T02:00:00-04:00 New_York,,96,showers,57
2024-07-07T03:00:00-04:00 New_York,,96,showers,56
2024-07-07T04:00:00-04:00 New_York,,97,showers,55
2024-07-07T05:00:00-04:00 New_York,,97,showers,56
2024-07-07T05:37:00-04:00 New_York,TRUE,,,
2024-07-07T06:00:00-04:00 New_York,,97,showers,59
2024-07-07T07:00:00-04:00 New_York,,96,showers,62
2024-07-07T08:00:00-04:00 New_York,,90,partlyCloudy,65
2024-07-07T09:00:00-04:00 New_York,,82,partlyCloudy,68
2024-07-07T10:00:00-04:00 New_York,,73,showers,71
2024-07-07T11:00:00-04:00 New_York,,66,showers,73
2024-07-07T12:00:00-04:00 New_York,,62,showers,75
2024-07-07T13:00:00-04:00 New_York,,61,showers,76
2024-07-07T14:00:00-04:00 New_York,,60,showers,78
2024-07-07T15:00:00-04:00 New_York,,58,clear,79
2024-07-07T16:00:00-04:00 New_York,,56,clear,79
2024-07-07T17:00:00-04:00 New_York,,57,partlyCloudy,79
2024-07-07T18:00:00-04:00 New_York,,62,showers,76
2024-07-07T19:00:00-04:00 New_York,,71,clear,72
2024-07-07T20:00:00-04:00 New_York,,82,clear,68
2024-07-07T20:45:00-04:00 New_York,FALSE,,,
2024-07-07T21:00:00-04:00 New_York,,88,clear,65
2024-07-07T22:00:00-04:00 New_York,,91,clear,63
2024-07-07T23:00:00-04:00 New_York,,92,clear,60
2024-07-08T00:00:00-04:00 New_York,,94,clear,60
2024-07-08T01:00:00-04:00 New_York,,94,clear,59
2024-07-08T02:00:00-04:00 New_York,,94,clear,58
2024-07-08T03:00:00-04:00 New_York,,94,showers,58
2024-07-08T04:00:00-04:00 New_York,,94,showers,57
2024-07-08T05:00:00-04:00 New_York,,94,showers,59
2024-07-08T05:38:00-04:00 New_York,TRUE,,,
2024-07-08T06:00:00-04:00 New_York,,94,clear,62
2024-07-08T07:00:00-04:00 New_York,,91,clear,66
2024-07-08T08:00:00-04:00 New_York,,82,clear,70
2024-07-08T09:00:00-04:00 New_York,,72,clear,74
2024-07-08T10:00:00-04:00 New_York,,64,clear,77
2024-07-08T11:00:00-04:00 New_York,,58,clear,80
2024-07-08T12:00:00-04:00 New_York,,53,clear,83
2024-07-08T13:00:00-04:00 New_York,,49,clear,85
2024-07-08T14:00:00-04:00 New_York,,47,partlyCloudy,86
2024-07-08T15:00:00-04:00 New_York,,46,clear,87
2024-07-08T16:00:00-04:00 New_York,,45,clear,86
2024-07-08T17:00:00-04:00 New_York,,48,partlyCloudy,85
2024-07-08T18:00:00-04:00 New_York,,63,partlyCloudy,81
2024-07-08T19:00:00-04:00 New_York,,73,showers,76
2024-07-08T20:00:00-04:00 New_York,,85,showers,72
2024-07-08T20:45:00-04:00 New_York,FALSE,,,
2024-07-08T21:00:00-04:00 New_York,,91,partlyCloudy,68
2024-07-08T22:00:00-04:00 New_York,,91,showers,66
2024-07-08T23:00:00-04:00 New_York,,92,partlyCloudy,64
2024-07-09T00:00:00-04:00 New_York,,94,showers,64
2024-07-09T01:00:00-04:00 New_York,,94,showers,63
2024-07-09T02:00:00-04:00 New_York,,95,showers,62
2024-07-09T03:00:00-04:00 New_York,,96,showers,62
2024-07-09T04:00:00-04:00 New_York,,97,showers,61
2024-07-09T05:00:00-04:00 New_York,,96,showers,63
2024-07-09T05:38:00-04:00 New_York,TRUE,,,
2024-07-09T06:00:00-04:00 New_York,,96,showers,65
2024-07-09T07:00:00-04:00 New_York,,95,showers,68
2024-07-09T08:00:00-04:00 New_York,,91,clear,72
2024-07-09T09:00:00-04:00 New_York,,84,clear,76
2024-07-09T10:00:00-04:00 New_York,,70,clear,79
2024-07-09T11:00:00-04:00 New_York,,62,partlyCloudy,81
2024-07-09T12:00:00-04:00 New_York,,57,clear,83
2024-07-09T13:00:00-04:00 New_York,,51,partlyCloudy,85
2024-07-09T14:00:00-04:00 New_York,,49,clear,86
2024-07-09T15:00:00-04:00 New_York,,49,partlyCloudy,86
2024-07-09T16:00:00-04:00 New_York,,50,partlyCloudy,85
2024-07-09T17:00:00-04:00 New_York,,55,partlyCloudy,82
2024-07-09T18:00:00-04:00 New_York,,66,partlyCloudy,78
2024-07-09T19:00:00-04:00 New_York,,78,showers,74
2024-07-09T20:00:00-04:00 New_York,,91,showers,71
2024-07-09T20:44:00-04:00 New_York,FALSE,,,
2024-07-09T21:00:00-04:00 New_York,,92,showers,69
2024-07-09T22:00:00-04:00 New_York,,93,showers,67
2024-07-09T23:00:00-04:00 New_York,,93,showers,66
2024-07-10T00:00:00-04:00 New_York,,94,showers,64
2024-07-10T01:00:00-04:00 New_York,,94,showers,63
2024-07-10T02:00:00-04:00 New_York,,94,showers,63
2024-07-10T03:00:00-04:00 New_York,,95,showers,63
2024-07-10T04:00:00-04:00 New_York,,95,showers,63
2024-07-10T05:00:00-04:00 New_York,,95,showers,65
2024-07-10T05:39:00-04:00 New_York,TRUE,,,
2024-07-10T06:00:00-04:00 New_York,,96,showers,66
2024-07-10T07:00:00-04:00 New_York,,98,showers,67
2024-07-10T08:00:00-04:00 New_York,,98,showers,68
2024-07-10T09:00:00-04:00 New_York,,98,showers,69
2024-07-10T10:00:00-04:00 New_York,,97,showers,70
2024-07-10T11:00:00-04:00 New_York,,99,showers,71
2024-07-10T12:00:00-04:00 New_York,,98,cloudy,74
2024-07-10T13:00:00-04:00 New_York,,92,showers,78
2024-07-10T14:00:00-04:00 New_York,,78,showers,81
2024-07-10T15:00:00-04:00 New_York,,67,showers,82
2024-07-10T16:00:00-04:00 New_York,,82,showers,82
2024-07-10T17:00:00-04:00 New_York,,89,showers,81
2024-07-10T18:00:00-04:00 New_York,,88,showers,79
2024-07-10T19:00:00-04:00 New_York,,93,showers,76
2024-07-10T20:00:00-04:00 New_York,,93,showers,73
2024-07-10T20:44:00-04:00 New_York,FALSE,,,
2024-07-10T21:00:00-04:00 New_York,,95,showers,70
2024-07-10T22:00:00-04:00 New_York,,95,showers,68
2024-07-10T23:00:00-04:00 New_York,,97,showers,66
2024-07-11T00:00:00-04:00 New_York,,94,showers,65
2024-07-11T01:00:00-04:00 New_York,,93,clear,64
2024-07-11T02:00:00-04:00 New_York,,92,clear,62
2024-07-11T03:00:00-04:00 New_York,,94,cloudy,62
2024-07-11T04:00:00-04:00 New_York,,94,cloudy,62
2024-07-11T05:00:00-04:00 New_York,,92,cloudy,63
2024-07-11T05:40:00-04:00 New_York,TRUE,,,
2024-07-11T06:00:00-04:00 New_York,,92,cloudy,64
2024-07-11T07:00:00-04:00 New_York,,91,cloudy,65
2024-07-11T08:00:00-04:00 New_York,,90,cloudy,67
2024-07-11T09:00:00-04:00 New_York,,90,showers,69
2024-07-11T10:00:00-04:00 New_York,,87,showers,71
2024-07-11T11:00:00-04:00 New_York,,73,showers,71
2024-07-11T12:00:00-04:00 New_York,,74,showers,72
2024-07-11T13:00:00-04:00 New_York,,79,showers,72
2024-07-11T14:00:00-04:00 New_York,,80,showers,72
2024-07-11T15:00:00-04:00 New_York,,80,showers,73
2024-07-11T16:00:00-04:00 New_York,,79,showers,73
2024-07-11T17:00:00-04:00 New_York,,74,showers,74
2024-07-11T18:00:00-04:00 New_York,,78,showers,73
2024-07-11T19:00:00-04:00 New_York,,78,showers,71
2024-07-11T20:00:00-04:00 New_York,,83,showers,69
2024-07-11T20:43:00-04:00 New_York,FALSE,,,
2024-07-11T21:00:00-04:00 New_York,,88,clear,67
2024-07-11T22:00:00-04:00 New_York,,92,clear,65
2024-07-11T23:00:00-04:00 New_York,,95,showers,63
2024-07-12T00:00:00-04:00 New_York,,96,showers,59
2024-07-12T01:00:00-04:00 New_York,,97,cloudy,57
2024-07-12T02:00:00-04:00 New_York,,97,cloudy,55
2024-07-12T03:00:00-04:00 New_York,,97,showers,54
2024-07-12T04:00:00-04:00 New_York,,96,showers,53
2024-07-12T05:00:00-04:00 New_York,,96,showers,54
2024-07-12T05:41:00-04:00 New_York,TRUE,,,
2024-07-12T06:00:00-04:00 New_York,,95,showers,57
2024-07-12T07:00:00-04:00 New_York,,93,clear,60
2024-07-12T08:00:00-04:00 New_York,,86,clear,64
2024-07-12T09:00:00-04:00 New_York,,75,clear,68
2024-07-12T10:00:00-04:00 New_York,,66,clear,72
2024-07-12T11:00:00-04:00 New_York,,60,clear,75
2024-07-12T12:00:00-04:00 New_York,,56,clear,77
2024-07-12T13:00:00-04:00 New_York,,53,clear,79
2024-07-12T14:00:00-04:00 New_York,,50,clear,81
2024-07-12T15:00:00-04:00 New_York,,48,clear,82
2024-07-12T16:00:00-04:00 New_York,,47,clear,82
2024-07-12T17:00:00-04:00 New_York,,48,clear,81
2024-07-12T18:00:00-04:00 New_York,,54,clear,78
2024-07-12T19:00:00-04:00 New_York,,69,showers,73
2024-07-12T20:00:00-04:00 New_York,,80,clear,69
2024-07-12T20:43:00-04:00 New_York,FALSE,,,
2024-07-12T21:00:00-04:00 New_York,,84,clear,66
2024-07-12T22:00:00-04:00 New_York,,83,clear,64
2024-07-12T23:00:00-04:00 New_York,,85,showers,63
2024-07-13T00:00:00-04:00 New_York,,94,showers,62
2024-07-13T01:00:00-04:00 New_York,,96,showers,60
2024-07-13T02:00:00-04:00 New_York,,96,showers,59
2024-07-13T03:00:00-04:00 New_York,,95,showers,59
2024-07-13T04:00:00-04:00 New_York,,95,showers,58
2024-07-13T05:00:00-04:00 New_York,,96,showers,59
2024-07-13T05:41:00-04:00 New_York,TRUE,,,
2024-07-13T06:00:00-04:00 New_York,,96,showers,62
2024-07-13T07:00:00-04:00 New_York,,94,showers,66
2024-07-13T08:00:00-04:00 New_York,,88,clear,70
2024-07-13T09:00:00-04:00 New_York,,80,clear,73
2024-07-13T10:00:00-04:00 New_York,,71,clear,76
2024-07-13T11:00:00-04:00 New_York,,66,clear,79
2024-07-13T12:00:00-04:00 New_York,,60,clear,81
2024-07-13T13:00:00-04:00 New_York,,62,showers,82
2024-07-13T14:00:00-04:00 New_York,,57,showers,83
2024-07-13T15:00:00-04:00 New_York,,56,showers,83
2024-07-13T16:00:00-04:00 New_York,,56,showers,82
2024-07-13T17:00:00-04:00 New_York,,63,showers,81
2024-07-13T18:00:00-04:00 New_York,,68,showers,78
2024-07-13T19:00:00-04:00 New_York,,77,showers,74
2024-07-13T20:00:00-04:00 New_York,,86,clear,70
2024-07-13T20:42:00-04:00 New_York,FALSE,,,
2024-07-13T21:00:00-04:00 New_York,,91,clear,67
2024-07-13T22:00:00-04:00 New_York,,92,clear,64
2024-07-13T23:00:00-04:00 New_York,,92,clear,63
2024-07-14T00:00:00-04:00 New_York,,94,showers,62
2024-07-14T01:00:00-04:00 New_York,,94,showers,61
2024-07-14T02:00:00-04:00 New_York,,94,showers,61
2024-07-14T03:00:00-04:00 New_York,,94,showers,60
2024-07-14T04:00:00-04:00 New_York,,95,showers,59
2024-07-14T05:00:00-04:00 New_York,,95,showers,60
2024-07-14T05:42:00-04:00 New_York,TRUE,,,
2024-07-14T06:00:00-04:00 New_York,,96,showers,63
2024-07-14T07:00:00-04:00 New_York,,94,showers,67
2024-07-14T08:00:00-04:00 New_York,,88,clear,71
2024-07-14T09:00:00-04:00 New_York,,77,clear,74
2024-07-14T10:00:00-04:00 New_York,,67,clear,78
2024-07-14T11:00:00-04:00 New_York,,58,clear,80
2024-07-14T12:00:00-04:00 New_York,,51,clear,82
2024-07-14T13:00:00-04:00 New_York,,46,clear,84
2024-07-14T14:00:00-04:00 New_York,,44,clear,85
2024-07-14T15:00:00-04:00 New_York,,42,clear,85
2024-07-14T16:00:00-04:00 New_York,,42,clear,85
2024-07-14T17:00:00-04:00 New_York,,46,clear,83
2024-07-14T18:00:00-04:00 New_York,,54,clear,79
2024-07-14T19:00:00-04:00 New_York,,66,clear,74
2024-07-14T20:00:00-04:00 New_York,,75,clear,71
2024-07-14T20:41:00-04:00 New_York,FALSE,,,
2024-07-14T21:00:00-04:00 New_York,,76,partlyCloudy,68
2024-07-14T22:00:00-04:00 New_York,,75,showers,66
2024-07-14T23:00:00-04:00 New_York,,82,showers,64
2024-07-15T00:00:00-04:00 New_York,,94,showers,64
2024-07-15T01:00:00-04:00 New_York,,93,showers,63
2024-07-15T02:00:00-04:00 New_York,,94,partlyCloudy,62
2024-07-15T03:00:00-04:00 New_York,,96,showers,61
2024-07-15T04:00:00-04:00 New_York,,96,showers,61
2024-07-15T05:00:00-04:00 New_York,,97,showers,61
2024-07-15T05:43:00-04:00 New_York,TRUE,,,
2024-07-15T06:00:00-04:00 New_York,,97,showers,63
2024-07-15T07:00:00-04:00 New_York,,97,cloudy,66
2024-07-15T08:00:00-04:00 New_York,,96,showers,70
2024-07-15T09:00:00-04:00 New_York,,89,clear,75
2024-07-15T10:00:00-04:00 New_York,,76,clear,79
2024-07-15T11:00:00-04:00 New_York,,65,clear,81
2024-07-15T12:00:00-04:00 New_York,,59,thunderstorms,82
2024-07-15T13:00:00-04:00 New_York,,84,showers,83
2024-07-15T14:00:00-04:00 New_York,,84,showers,84
2024-07-15T15:00:00-04:00 New_York,,62,clear,84
2024-07-15T16:00:00-04:00 New_York,,56,clear,84
2024-07-15T17:00:00-04:00 New_York,,59,clear,82
2024-07-15T18:00:00-04:00 New_York,,65,clear,79
2024-07-15T19:00:00-04:00 New_York,,72,clear,75
2024-07-15T20:00:00-04:00 New_York,,79,clear,71
2024-07-15T20:41:00-04:00 New_York,FALSE,,,
2024-07-15T21:00:00-04:00 New_York,,91,clear,68
2024-07-15T22:00:00-04:00 New_York,,94,clear,65
2024-07-15T23:00:00-04:00 New_York,,94,showers,64
